vars,creation_time,failed,failed_reason,time_of_death,id,module_id,participant_id,time_started,time_finished,time_aborted,started,finished,aborted,type,class,object_type
{},2026-01-21 23:15:21,False,,,1,consent,1,2026-01-21 23:15:21,2026-01-21 23:15:25,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:15:25,False,,,2,instructions,1,2026-01-21 23:15:25,2026-01-21 23:16:22,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:15:54,False,,,3,consent,2,2026-01-21 23:15:54,2026-01-21 23:16:35,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:16:22,False,,,4,practice_rounds,1,2026-01-21 23:16:22,2026-01-21 23:18:14,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:16:35,False,,,5,instructions,2,2026-01-21 23:16:35,2026-01-21 23:20:06,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:18:14,False,,,6,message_instructions,1,2026-01-21 23:18:14,2026-01-21 23:18:22,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:18:42,False,,,8,consent,3,2026-01-21 23:18:42,2026-01-21 23:18:46,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:18:46,False,,,9,instructions,3,2026-01-21 23:18:46,2026-01-21 23:23:28,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:19:45,False,,,10,consent,4,2026-01-21 23:19:45,2026-01-21 23:20:01,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:20:01,False,,,11,instructions,4,2026-01-21 23:20:01,2026-01-21 23:21:46,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:20:04,False,,,12,consent,5,2026-01-21 23:20:04,2026-01-21 23:20:16,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:20:06,False,,,13,practice_rounds,2,2026-01-21 23:20:06,,,True,False,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:20:16,False,,,14,instructions,5,2026-01-21 23:20:16,2026-01-21 23:23:23,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:21:20,False,,,15,consent,6,2026-01-21 23:21:20,2026-01-21 23:21:29,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:21:23,False,,,16,consent,7,2026-01-21 23:21:23,2026-01-21 23:21:41,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:21:29,False,,,17,instructions,6,2026-01-21 23:21:29,2026-01-21 23:21:39,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:21:33,False,,,18,consent,8,2026-01-21 23:21:33,2026-01-21 23:21:38,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:21:38,False,,,19,instructions,8,2026-01-21 23:21:38,2026-01-21 23:23:19,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:21:39,False,,,20,practice_rounds,6,2026-01-21 23:21:39,2026-01-21 23:28:04,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:21:41,False,,,21,instructions,7,2026-01-21 23:21:41,2026-01-21 23:25:28,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:21:46,False,,,22,practice_rounds,4,2026-01-21 23:21:46,2026-01-21 23:29:15,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:22:04,False,,,23,consent,9,2026-01-21 23:22:04,2026-01-21 23:22:13,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:22:13,False,,,24,instructions,9,2026-01-21 23:22:13,2026-01-21 23:24:10,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:22:33,False,,,25,consent,10,2026-01-21 23:22:33,2026-01-21 23:25:28,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:23:19,False,,,26,practice_rounds,8,2026-01-21 23:23:19,2026-01-21 23:26:39,,True,True,False,ModuleState,ModuleState,ModuleState
{},2026-01-21 23:23:23,False,,,27,practice_rounds,5,2026-01-21 23:23:23,2026-01-21 23:28:40,,True,True,False,ModuleState,ModuleState,ModuleState
