player_id,start_time,end_time,prolific_id
64da34c5-e8a4-4971-b3e8-ece09e50cf61,2025-09-09 16:02:16.339,,612418efcbd64f685703e8a4
2a655d16-3cc9-4115-a517-29611a0d963e,2025-09-09 16:06:45.084,2025-09-09 16:44:49.492,5a4ff86beedc32000141f232
4de93998-fe96-4d9e-a15e-685eac540115,2025-09-09 16:07:10.897,,628f572a2d1304a34b9e1a37
88024093-ded2-451f-ab31-c577419e9002,2025-09-09 16:09:42.813,2025-09-09 16:26:40.644,5ed856266cb96135ff953e31
28c34715-0984-455c-b451-35cc86942c64,2025-09-09 16:10:30.373,2025-09-09 16:31:39.354,623519c893eaebfcb0046e26
68959807-3927-471a-bb7f-9a65afc76a84,2025-09-09 16:12:28.772,2025-09-09 16:24:47.267,66db9db4324609f1a7231f49
07a28a71-1171-404c-a462-90177fb901d5,2025-09-09 16:13:08.402,,654fd3d72b14d852c7fff2b4
994c7c76-7755-45c3-ad9a-5b03b981129c,2025-09-09 16:13:09.791,,628f572a2d1304a34b9e1a37
58d75408-51f5-4605-9b82-ad2bf8817b83,2025-09-09 16:15:45.045,2025-09-09 16:24:56.225,62a96f8f6ab7e0c3ce90095f
41016c09-8aeb-47f2-b63c-2a126318742f,2025-09-09 16:17:39.144,,64527892acde0fbd392a41d6
7fb2f1ee-2cd5-4070-8721-e819669ff58a,2025-09-09 16:18:20.670,2025-09-09 16:39:51.119,6667a6558073abc1cd0e6daf
8c8fc210-9fc6-40fe-83ea-6b58c4baa769,2025-09-09 16:21:11.603,,5b72d3f8afce7600019fe275
bd355845-30ec-4551-ac5b-c0e933b183a5,2025-09-09 16:22:08.506,2025-09-09 16:48:23.147,669424e6b661e0a098ec66a4
53749901-7ca8-4bd3-9a9a-5e190e7eb474,2025-09-09 16:23:40.506,2025-09-09 16:42:24.641,5b72d3f8afce7600019fe275
2c6e8c0b-d948-4b79-bd92-d717dcebc058,2025-09-09 16:40:05.624,2025-09-09 16:48:34.079,6751acc5dc78128951a34f1f
4ba6eadc-e93c-4573-ae9e-8c8e35fa1f26,2025-09-09 16:47:34.738,2025-09-09 17:41:56.395,66b3baa4900bec0442ea4647
