player_id,start_time,end_time,prolific_id
7988e18c-1e50-4fff-8530-7e6ecc788c5c,2025-07-03 23:03:05.617,2025-07-03 23:16:29.572,testid
d234f090-5e1a-40d6-a87f-49200645baf1,2025-07-04 00:04:08.830,2025-07-04 00:32:29.543,
e19e327a-0bb3-483a-aac9-199d95bf2b08,2025-07-04 00:17:46.486,2025-07-04 00:30:19.019,
e042fa11-06f3-4eca-909f-da4fffdb65ed,2025-07-06 19:38:22.206,,
04f78bd5-d58e-4fd9-bb3f-8b4cb673dc2a,2025-07-07 21:36:44.455,,
