trial_id,participant_id,chain_id,domain,round_num,score,n_actions,chain_pos,condition
246,205,17,cooking,5,40.0,4,3,chain
246,205,17,cooking,6,40.0,6,3,chain
246,205,17,cooking,7,20.0,3,3,chain
246,205,17,cooking,8,20.0,4,3,chain
246,205,17,cooking,9,0.0,4,3,chain
246,205,17,cooking,10,40.0,4,3,chain
248,210,39,decorations,1,75.0,3,2,chain
248,210,39,decorations,2,45.0,6,2,chain
248,210,39,decorations,3,75.0,3,2,chain
248,210,39,decorations,4,45.0,4,2,chain
248,210,39,decorations,5,100.0,4,2,chain
248,210,39,decorations,6,75.0,3,2,chain
248,210,39,decorations,7,75.0,4,2,chain
248,210,39,decorations,8,100.0,4,2,chain
248,210,39,decorations,9,75.0,3,2,chain
248,210,39,decorations,10,75.0,3,2,chain
249,205,22,decorations,1,25.0,1,3,chain
249,205,22,decorations,2,0.0,3,3,chain
249,205,22,decorations,3,0.0,3,3,chain
249,205,22,decorations,4,0.0,4,3,chain
249,205,22,decorations,5,75.0,3,3,chain
249,205,22,decorations,6,0.0,2,3,chain
249,205,22,decorations,7,0.0,4,3,chain
249,205,22,decorations,8,0.0,3,3,chain
249,205,22,decorations,9,15.0,4,3,chain
249,205,22,decorations,10,5.0,3,3,chain
250,215,56,animals,1,25.0,4,2,chain
250,215,56,animals,2,0.0,8,2,chain
250,215,56,animals,3,15.0,6,2,chain
250,215,56,animals,4,30.0,5,2,chain
250,215,56,animals,5,15.0,5,2,chain
250,215,56,animals,6,10.0,5,2,chain
250,215,56,animals,7,5.0,2,2,chain
250,215,56,animals,8,20.0,4,2,chain
250,215,56,animals,9,5.0,5,2,chain
250,215,56,animals,10,15.0,2,2,chain
253,218,15,cooking,1,0.0,6,2,chain
253,218,15,cooking,2,0.0,10,2,chain
253,218,15,cooking,3,60.0,6,2,chain
253,218,15,cooking,4,60.0,3,2,chain
253,218,15,cooking,5,20.0,6,2,chain
253,218,15,cooking,6,60.0,3,2,chain
253,218,15,cooking,7,60.0,3,2,chain
253,218,15,cooking,8,20.0,4,2,chain
253,218,15,cooking,9,80.0,5,2,chain
253,218,15,cooking,10,80.0,4,2,chain
254,220,16,cooking,1,40.0,3,3,chain
254,220,16,cooking,2,80.0,3,3,chain
254,220,16,cooking,3,60.0,4,3,chain
254,220,16,cooking,4,40.0,4,3,chain
254,220,16,cooking,5,60.0,4,3,chain
254,220,16,cooking,6,60.0,3,3,chain
254,220,16,cooking,7,60.0,4,3,chain
254,220,16,cooking,8,20.0,3,3,chain
254,220,16,cooking,9,60.0,5,3,chain
254,220,16,cooking,10,40.0,3,3,chain
255,193,73,potions,1,30.0,5,2,chain
255,193,73,potions,2,100.0,3,2,chain
255,193,73,potions,3,100.0,3,2,chain
255,193,73,potions,4,0.0,6,2,chain
255,193,73,potions,5,100.0,4,2,chain
255,193,73,potions,6,100.0,3,2,chain
255,193,73,potions,7,0.0,5,2,chain
255,193,73,potions,8,30.0,3,2,chain
255,193,73,potions,9,100.0,3,2,chain
255,193,73,potions,10,100.0,3,2,chain
256,209,33,decorations,1,80.0,6,3,chain
256,209,33,decorations,2,50.0,6,3,chain
256,209,33,decorations,3,0.0,7,3,chain
256,209,33,decorations,4,80.0,5,3,chain
256,209,33,decorations,5,50.0,6,3,chain
256,209,33,decorations,6,80.0,5,3,chain
256,209,33,decorations,7,80.0,6,3,chain
256,209,33,decorations,8,80.0,5,3,chain
256,209,33,decorations,9,20.0,6,3,chain
256,209,33,decorations,10,50.0,6,3,chain
257,205,59,animals,1,0.0,5,3,chain
257,205,59,animals,2,0.0,4,3,chain
257,205,59,animals,3,0.0,3,3,chain
257,205,59,animals,4,0.0,2,3,chain
257,205,59,animals,5,0.0,3,3,chain
257,205,59,animals,6,0.0,3,3,chain
257,205,59,animals,7,0.0,3,3,chain
257,205,59,animals,8,30.0,4,3,chain
257,205,59,animals,9,0.0,5,3,chain
257,205,59,animals,10,0.0,3,3,chain
258,210,20,cooking,1,40.0,3,3,chain
258,210,20,cooking,2,80.0,6,3,chain
258,210,20,cooking,3,40.0,5,3,chain
258,210,20,cooking,4,40.0,5,3,chain
258,210,20,cooking,5,40.0,7,3,chain
258,210,20,cooking,6,60.0,6,3,chain
258,210,20,cooking,7,80.0,3,3,chain
258,210,20,cooking,8,80.0,3,3,chain
258,210,20,cooking,9,0.0,5,3,chain
258,210,20,cooking,10,60.0,2,3,chain
259,223,37,decorations,1,0.0,3,3,chain
259,223,37,decorations,2,0.0,2,3,chain
259,223,37,decorations,3,20.0,2,3,chain
259,223,37,decorations,4,5.0,3,3,chain
259,223,37,decorations,5,25.0,2,3,chain
259,223,37,decorations,6,45.0,2,3,chain
259,223,37,decorations,7,45.0,2,3,chain
259,223,37,decorations,8,75.0,3,3,chain
259,223,37,decorations,9,75.0,3,3,chain
259,223,37,decorations,10,0.0,4,3,chain
260,215,9,cooking,1,20.0,3,3,chain
260,215,9,cooking,2,80.0,3,3,chain
260,215,9,cooking,3,40.0,4,3,chain
260,215,9,cooking,4,60.0,4,3,chain
260,215,9,cooking,5,0.0,6,3,chain
260,215,9,cooking,6,60.0,2,3,chain
260,215,9,cooking,7,45.0,4,3,chain
260,215,9,cooking,8,40.0,3,3,chain
260,215,9,cooking,9,80.0,3,3,chain
260,215,9,cooking,10,0.0,5,3,chain
261,220,69,potions,1,100.0,4,3,chain
261,220,69,potions,2,30.0,3,3,chain
261,220,69,potions,3,30.0,1,3,chain
261,220,69,potions,4,30.0,1,3,chain
261,220,69,potions,5,100.0,4,3,chain
261,220,69,potions,6,30.0,2,3,chain
261,220,69,potions,7,60.0,5,3,chain
261,220,69,potions,8,100.0,6,3,chain
261,220,69,potions,9,100.0,4,3,chain
261,220,69,potions,10,60.0,4,3,chain
262,205,76,potions,1,30.0,2,3,chain
262,205,76,potions,2,0.0,2,3,chain
262,205,76,potions,3,0.0,1,3,chain
262,205,76,potions,4,0.0,2,3,chain
262,205,76,potions,5,0.0,3,3,chain
262,205,76,potions,6,0.0,2,3,chain
262,205,76,potions,7,0.0,1,3,chain
262,205,76,potions,8,0.0,2,3,chain
262,205,76,potions,9,0.0,2,3,chain
262,205,76,potions,10,0.0,2,3,chain
263,218,30,decorations,1,45.0,10,3,chain
263,218,30,decorations,2,50.0,10,3,chain
263,218,30,decorations,3,100.0,6,3,chain
263,218,30,decorations,4,70.0,7,3,chain
263,218,30,decorations,5,100.0,6,3,chain
263,218,30,decorations,6,100.0,5,3,chain
263,218,30,decorations,7,100.0,5,3,chain
263,218,30,decorations,8,70.0,6,3,chain
263,218,30,decorations,9,70.0,3,3,chain
263,218,30,decorations,10,15.0,4,3,chain
265,215,23,decorations,1,75.0,3,2,chain
265,215,23,decorations,2,5.0,3,2,chain
265,215,23,decorations,3,100.0,4,2,chain
265,215,23,decorations,4,75.0,3,2,chain
265,215,23,decorations,5,0.0,2,2,chain
265,215,23,decorations,6,45.0,6,2,chain
265,215,23,decorations,7,50.0,5,2,chain
265,215,23,decorations,8,45.0,4,2,chain
265,215,23,decorations,9,100.0,4,2,chain
265,215,23,decorations,10,45.0,5,2,chain
267,223,1,cooking,1,60.0,2,3,chain
267,223,1,cooking,2,60.0,3,3,chain
267,223,1,cooking,3,60.0,3,3,chain
267,223,1,cooking,4,40.0,3,3,chain
267,223,1,cooking,5,80.0,3,3,chain
267,223,1,cooking,6,60.0,3,3,chain
267,223,1,cooking,7,80.0,3,3,chain
267,223,1,cooking,8,80.0,3,3,chain
267,223,1,cooking,9,80.0,3,3,chain
267,223,1,cooking,10,80.0,3,3,chain
268,215,64,potions,1,0.0,6,3,chain
268,215,64,potions,2,30.0,4,3,chain
268,215,64,potions,3,0.0,4,3,chain
268,215,64,potions,4,0.0,4,3,chain
268,215,64,potions,5,100.0,2,3,chain
268,215,64,potions,6,0.0,4,3,chain
268,215,64,potions,7,30.0,4,3,chain
268,215,64,potions,8,0.0,4,3,chain
268,215,64,potions,9,0.0,4,3,chain
268,215,64,potions,10,10.0,6,3,chain
269,220,27,decorations,1,45.0,4,3,chain
269,220,27,decorations,2,50.0,2,3,chain
269,220,27,decorations,3,45.0,5,3,chain
269,220,27,decorations,4,45.0,4,3,chain
269,220,27,decorations,5,100.0,4,3,chain
269,220,27,decorations,6,100.0,4,3,chain
269,220,27,decorations,7,45.0,4,3,chain
269,220,27,decorations,8,45.0,3,3,chain
269,220,27,decorations,9,100.0,4,3,chain
269,220,27,decorations,10,100.0,5,3,chain
270,209,43,animals,1,20.0,5,3,chain
270,209,43,animals,2,20.0,6,3,chain
270,209,43,animals,3,25.0,6,3,chain
270,209,43,animals,4,35.0,5,3,chain
270,209,43,animals,5,35.0,6,3,chain
270,209,43,animals,6,15.0,5,3,chain
270,209,43,animals,7,25.0,6,3,chain
270,209,43,animals,8,40.0,6,3,chain
270,209,43,animals,9,35.0,6,3,chain
270,209,43,animals,10,35.0,6,3,chain
271,211,73,potions,1,0.0,8,3,chain
271,211,73,potions,2,100.0,7,3,chain
271,211,73,potions,3,100.0,4,3,chain
271,211,73,potions,4,0.0,5,3,chain
271,211,73,potions,5,100.0,6,3,chain
271,211,73,potions,6,100.0,6,3,chain
271,211,73,potions,7,100.0,6,3,chain
271,211,73,potions,8,100.0,6,3,chain
271,211,73,potions,9,100.0,5,3,chain
271,211,73,potions,10,100.0,6,3,chain
272,218,61,potions,1,60.0,5,3,chain
272,218,61,potions,2,30.0,3,3,chain
272,218,61,potions,3,0.0,6,3,chain
272,218,61,potions,4,0.0,4,3,chain
272,218,61,potions,5,30.0,5,3,chain
272,218,61,potions,6,0.0,3,3,chain
272,218,61,potions,7,0.0,3,3,chain
272,218,61,potions,8,0.0,3,3,chain
272,218,61,potions,9,0.0,4,3,chain
272,218,61,potions,10,60.0,4,3,chain
273,220,44,animals,1,0.0,9,3,chain
273,220,44,animals,2,10.0,5,3,chain
273,220,44,animals,3,0.0,6,3,chain
273,220,44,animals,4,5.0,4,3,chain
273,220,44,animals,5,30.0,4,3,chain
273,220,44,animals,6,30.0,4,3,chain
273,220,44,animals,7,20.0,3,3,chain
273,220,44,animals,8,15.0,3,3,chain
273,220,44,animals,9,20.0,3,3,chain
273,220,44,animals,10,25.0,4,3,chain
274,218,46,animals,1,15.0,4,3,chain
274,218,46,animals,2,0.0,4,3,chain
274,218,46,animals,3,0.0,7,3,chain
274,218,46,animals,4,30.0,2,3,chain
274,218,46,animals,5,10.0,5,3,chain
274,218,46,animals,6,0.0,3,3,chain
274,218,46,animals,7,20.0,2,3,chain
274,218,46,animals,8,30.0,3,3,chain
274,218,46,animals,9,35.0,2,3,chain
274,218,46,animals,10,25.0,2,3,chain
275,223,70,potions,1,0.0,2,3,chain
275,223,70,potions,2,0.0,2,3,chain
275,223,70,potions,3,0.0,4,3,chain
275,223,70,potions,4,0.0,2,3,chain
275,223,70,potions,5,30.0,1,3,chain
275,223,70,potions,6,0.0,1,3,chain
275,223,70,potions,7,0.0,2,3,chain
275,223,70,potions,8,70.0,3,3,chain
275,223,70,potions,9,0.0,2,3,chain
275,223,70,potions,10,0.0,2,3,chain
276,209,2,cooking,1,60.0,5,3,chain
276,209,2,cooking,2,80.0,6,3,chain
276,209,2,cooking,3,60.0,5,3,chain
276,209,2,cooking,4,60.0,5,3,chain
276,209,2,cooking,5,80.0,6,3,chain
276,209,2,cooking,6,80.0,6,3,chain
276,209,2,cooking,7,80.0,6,3,chain
276,209,2,cooking,8,80.0,6,3,chain
276,209,2,cooking,9,60.0,5,3,chain
276,209,2,cooking,10,80.0,6,3,chain
277,223,41,animals,1,0.0,3,3,chain
277,223,41,animals,2,15.0,2,3,chain
277,223,41,animals,3,20.0,2,3,chain
277,223,41,animals,4,5.0,2,3,chain
277,223,41,animals,5,25.0,2,3,chain
277,223,41,animals,6,25.0,3,3,chain
277,223,41,animals,7,20.0,2,3,chain
277,223,41,animals,8,25.0,2,3,chain
277,223,41,animals,9,30.0,3,3,chain
277,223,41,animals,10,25.0,2,3,chain
278,211,12,cooking,1,60.0,5,3,chain
278,211,12,cooking,2,80.0,3,3,chain
278,211,12,cooking,3,0.0,4,3,chain
278,211,12,cooking,4,0.0,4,3,chain
278,211,12,cooking,5,40.0,4,3,chain
278,211,12,cooking,6,80.0,3,3,chain
278,211,12,cooking,7,80.0,3,3,chain
278,211,12,cooking,8,80.0,3,3,chain
278,211,12,cooking,9,80.0,3,3,chain
278,211,12,cooking,10,80.0,3,3,chain
280,231,56,animals,1,0.0,4,3,chain
280,231,56,animals,2,0.0,7,3,chain
280,231,56,animals,3,35.0,3,3,chain
280,231,56,animals,4,30.0,3,3,chain
280,231,56,animals,5,35.0,3,3,chain
280,231,56,animals,6,25.0,3,3,chain
280,231,56,animals,7,30.0,3,3,chain
280,231,56,animals,8,0.0,4,3,chain
280,231,56,animals,9,25.0,3,3,chain
280,231,56,animals,10,35.0,3,3,chain
282,231,21,decorations,1,50.0,4,3,chain
282,231,21,decorations,2,50.0,4,3,chain
282,231,21,decorations,3,50.0,4,3,chain
282,231,21,decorations,4,50.0,4,3,chain
282,231,21,decorations,5,25.0,4,3,chain
282,231,21,decorations,6,50.0,4,3,chain
282,231,21,decorations,7,80.0,4,3,chain
282,231,21,decorations,8,80.0,4,3,chain
282,231,21,decorations,9,80.0,4,3,chain
282,231,21,decorations,10,25.0,4,3,chain
283,231,10,cooking,1,80.0,3,3,chain
283,231,10,cooking,2,0.0,5,3,chain
283,231,10,cooking,3,40.0,2,3,chain
283,231,10,cooking,4,40.0,2,3,chain
283,231,10,cooking,5,80.0,3,3,chain
283,231,10,cooking,6,40.0,2,3,chain
283,231,10,cooking,7,80.0,3,3,chain
283,231,10,cooking,8,20.0,2,3,chain
283,231,10,cooking,9,80.0,3,3,chain
283,231,10,cooking,10,60.0,3,3,chain
285,234,60,animals,1,0.0,6,3,chain
285,234,60,animals,2,0.0,4,3,chain
285,234,60,animals,3,0.0,3,3,chain
285,234,60,animals,4,35.0,3,3,chain
285,234,60,animals,5,20.0,3,3,chain
285,234,60,animals,6,30.0,3,3,chain
285,234,60,animals,7,0.0,3,3,chain
285,234,60,animals,8,25.0,4,3,chain
285,234,60,animals,9,25.0,6,3,chain
285,234,60,animals,10,0.0,6,3,chain
286,231,74,potions,1,100.0,3,3,chain
286,231,74,potions,2,100.0,4,3,chain
286,231,74,potions,3,100.0,4,3,chain
286,231,74,potions,4,60.0,4,3,chain
286,231,74,potions,5,100.0,4,3,chain
286,231,74,potions,6,30.0,4,3,chain
286,231,74,potions,7,0.0,4,3,chain
286,231,74,potions,8,40.0,2,3,chain
286,231,74,potions,9,30.0,4,3,chain
286,231,74,potions,10,100.0,4,3,chain
287,234,34,decorations,1,25.0,4,3,chain
287,234,34,decorations,2,25.0,4,3,chain
287,234,34,decorations,3,25.0,4,3,chain
287,234,34,decorations,4,50.0,6,3,chain
287,234,34,decorations,5,20.0,6,3,chain
287,234,34,decorations,6,25.0,6,3,chain
287,234,34,decorations,7,80.0,6,3,chain
287,234,34,decorations,8,80.0,6,3,chain
287,234,34,decorations,9,80.0,5,3,chain
287,234,34,decorations,10,50.0,5,3,chain
288,235,25,decorations,1,100.0,4,3,chain
288,235,25,decorations,2,100.0,4,3,chain
288,235,25,decorations,3,25.0,7,3,chain
288,235,25,decorations,4,70.0,6,3,chain
288,235,25,decorations,5,45.0,5,3,chain
288,235,25,decorations,6,0.0,7,3,chain
288,235,25,decorations,7,100.0,4,3,chain
288,235,25,decorations,8,75.0,3,3,chain
288,235,25,decorations,9,0.0,6,3,chain
288,235,25,decorations,10,20.0,4,3,chain
289,233,6,cooking,1,0.0,7,3,chain
289,233,6,cooking,2,0.0,5,3,chain
289,233,6,cooking,3,40.0,3,3,chain
289,233,6,cooking,4,0.0,4,3,chain
289,233,6,cooking,5,0.0,4,3,chain
289,233,6,cooking,6,40.0,3,3,chain
289,233,6,cooking,7,40.0,4,3,chain
289,233,6,cooking,8,20.0,2,3,chain
289,233,6,cooking,9,0.0,4,3,chain
289,233,6,cooking,10,60.0,3,3,chain
291,238,65,potions,1,30.0,5,3,chain
291,238,65,potions,2,30.0,2,3,chain
291,238,65,potions,3,30.0,4,3,chain
291,238,65,potions,4,30.0,3,3,chain
291,238,65,potions,5,30.0,3,3,chain
291,238,65,potions,6,30.0,3,3,chain
291,238,65,potions,7,30.0,3,3,chain
291,238,65,potions,8,30.0,1,3,chain
291,238,65,potions,9,30.0,1,3,chain
291,238,65,potions,10,0.0,2,3,chain
292,234,4,cooking,1,40.0,6,3,chain
292,234,4,cooking,2,60.0,6,3,chain
292,234,4,cooking,3,60.0,6,3,chain
292,234,4,cooking,4,0.0,7,3,chain
292,234,4,cooking,5,60.0,6,3,chain
292,234,4,cooking,6,60.0,6,3,chain
292,234,4,cooking,7,60.0,6,3,chain
292,234,4,cooking,8,40.0,6,3,chain
292,234,4,cooking,9,60.0,6,3,chain
292,234,4,cooking,10,60.0,6,3,chain
293,233,78,potions,1,70.0,2,3,chain
293,233,78,potions,2,0.0,5,3,chain
293,233,78,potions,3,0.0,5,3,chain
293,233,78,potions,4,0.0,4,3,chain
293,233,78,potions,5,0.0,4,3,chain
293,233,78,potions,6,0.0,2,3,chain
293,233,78,potions,7,0.0,3,3,chain
293,233,78,potions,8,0.0,3,3,chain
293,233,78,potions,9,0.0,2,3,chain
293,233,78,potions,10,0.0,2,3,chain
294,235,79,potions,1,30.0,5,3,chain
294,235,79,potions,2,30.0,6,3,chain
294,235,79,potions,3,100.0,6,3,chain
294,235,79,potions,4,100.0,5,3,chain
294,235,79,potions,5,100.0,6,3,chain
294,235,79,potions,6,100.0,5,3,chain
294,235,79,potions,7,100.0,3,3,chain
294,235,79,potions,8,100.0,4,3,chain
294,235,79,potions,9,60.0,4,3,chain
294,235,79,potions,10,100.0,3,3,chain
295,238,32,decorations,1,25.0,2,3,chain
295,238,32,decorations,2,25.0,1,3,chain
295,238,32,decorations,3,25.0,1,3,chain
295,238,32,decorations,4,25.0,1,3,chain
295,238,32,decorations,5,25.0,1,3,chain
295,238,32,decorations,6,25.0,1,3,chain
295,238,32,decorations,7,25.0,3,3,chain
295,238,32,decorations,8,0.0,4,3,chain
295,238,32,decorations,9,25.0,1,3,chain
295,238,32,decorations,10,25.0,1,3,chain
296,233,58,animals,1,0.0,2,3,chain
296,233,58,animals,2,0.0,3,3,chain
296,233,58,animals,3,30.0,6,3,chain
296,233,58,animals,4,0.0,4,3,chain
296,233,58,animals,5,0.0,7,3,chain
296,233,58,animals,6,0.0,10,3,chain
296,233,58,animals,7,0.0,9,3,chain
296,233,58,animals,8,0.0,8,3,chain
296,233,58,animals,9,60.0,6,3,chain
296,233,58,animals,10,0.0,5,3,chain
297,238,15,cooking,1,20.0,2,3,chain
297,238,15,cooking,2,20.0,3,3,chain
297,238,15,cooking,3,20.0,1,3,chain
297,238,15,cooking,4,20.0,4,3,chain
297,238,15,cooking,5,20.0,1,3,chain
297,238,15,cooking,6,20.0,2,3,chain
297,238,15,cooking,7,20.0,3,3,chain
297,238,15,cooking,8,20.0,2,3,chain
297,238,15,cooking,9,20.0,2,3,chain
297,238,15,cooking,10,20.0,1,3,chain
298,234,80,potions,1,30.0,5,3,chain
298,234,80,potions,2,100.0,5,3,chain
298,234,80,potions,3,100.0,5,3,chain
298,234,80,potions,4,30.0,4,3,chain
298,234,80,potions,5,60.0,6,3,chain
298,234,80,potions,6,60.0,6,3,chain
298,234,80,potions,7,100.0,5,3,chain
298,234,80,potions,8,60.0,5,3,chain
298,234,80,potions,9,100.0,6,3,chain
298,234,80,potions,10,60.0,5,3,chain
300,236,55,animals,1,60.0,10,3,chain
300,236,55,animals,2,50.0,4,3,chain
300,236,55,animals,3,0.0,13,3,chain
300,236,55,animals,4,30.0,5,3,chain
300,236,55,animals,5,55.0,4,3,chain
300,236,55,animals,6,90.0,5,3,chain
300,236,55,animals,7,75.0,5,3,chain
300,236,55,animals,8,75.0,5,3,chain
300,236,55,animals,9,80.0,5,3,chain
300,236,55,animals,10,90.0,5,3,chain
302,235,8,cooking,1,80.0,6,3,chain
302,235,8,cooking,2,0.0,8,3,chain
302,235,8,cooking,3,100.0,6,3,chain
302,235,8,cooking,4,80.0,3,3,chain
302,235,8,cooking,5,80.0,6,3,chain
302,235,8,cooking,6,20.0,6,3,chain
302,235,8,cooking,7,60.0,3,3,chain
302,235,8,cooking,8,0.0,4,3,chain
302,235,8,cooking,9,0.0,6,3,chain
302,235,8,cooking,10,100.0,5,3,chain
303,238,42,animals,1,15.0,2,3,chain
303,238,42,animals,2,15.0,3,3,chain
303,238,42,animals,3,10.0,2,3,chain
303,238,42,animals,4,10.0,2,3,chain
303,238,42,animals,5,10.0,3,3,chain
303,238,42,animals,6,25.0,5,3,chain
303,238,42,animals,7,0.0,7,3,chain
303,238,42,animals,8,10.0,2,3,chain
303,238,42,animals,9,5.0,4,3,chain
303,238,42,animals,10,15.0,2,3,chain
304,233,35,decorations,1,0.0,4,3,chain
304,233,35,decorations,2,70.0,3,3,chain
304,233,35,decorations,3,0.0,5,3,chain
304,233,35,decorations,4,75.0,3,3,chain
304,233,35,decorations,5,70.0,3,3,chain
304,233,35,decorations,6,70.0,3,3,chain
304,233,35,decorations,7,0.0,3,3,chain
304,233,35,decorations,8,0.0,5,3,chain
304,233,35,decorations,9,50.0,2,3,chain
304,233,35,decorations,10,15.0,3,3,chain
305,241,14,cooking,1,0.0,2,3,chain
305,241,14,cooking,2,20.0,2,3,chain
305,241,14,cooking,3,20.0,1,3,chain
305,241,14,cooking,4,20.0,1,3,chain
305,241,14,cooking,5,20.0,1,3,chain
305,241,14,cooking,6,20.0,1,3,chain
305,241,14,cooking,7,20.0,1,3,chain
305,241,14,cooking,8,20.0,3,3,chain
305,241,14,cooking,9,20.0,1,3,chain
305,241,14,cooking,10,20.0,1,3,chain
306,235,50,animals,1,0.0,4,3,chain
306,235,50,animals,2,0.0,3,3,chain
306,235,50,animals,3,5.0,4,3,chain
306,235,50,animals,4,0.0,4,3,chain
306,235,50,animals,5,0.0,3,3,chain
306,235,50,animals,6,25.0,2,3,chain
306,235,50,animals,7,20.0,3,3,chain
306,235,50,animals,8,30.0,3,3,chain
306,235,50,animals,9,25.0,3,3,chain
306,235,50,animals,10,20.0,3,3,chain
307,236,77,potions,1,0.0,9,3,chain
307,236,77,potions,2,0.0,4,3,chain
307,236,77,potions,3,0.0,9,3,chain
307,236,77,potions,4,30.0,4,3,chain
307,236,77,potions,5,0.0,3,3,chain
307,236,77,potions,6,0.0,4,3,chain
307,236,77,potions,7,100.0,3,3,chain
307,236,77,potions,8,60.0,3,3,chain
307,236,77,potions,9,0.0,3,3,chain
307,236,77,potions,10,0.0,4,3,chain
309,241,68,potions,1,60.0,3,3,chain
309,241,68,potions,2,100.0,3,3,chain
309,241,68,potions,3,100.0,3,3,chain
309,241,68,potions,4,100.0,3,3,chain
309,241,68,potions,5,100.0,3,3,chain
309,241,68,potions,6,60.0,3,3,chain
309,241,68,potions,7,60.0,3,3,chain
309,241,68,potions,8,100.0,3,3,chain
309,241,68,potions,9,30.0,2,3,chain
309,241,68,potions,10,60.0,3,3,chain
310,236,19,cooking,1,40.0,6,3,chain
310,236,19,cooking,2,0.0,10,3,chain
310,236,19,cooking,3,20.0,5,3,chain
310,236,19,cooking,4,100.0,5,3,chain
310,236,19,cooking,5,80.0,3,3,chain
310,236,19,cooking,6,0.0,4,3,chain
310,236,19,cooking,7,80.0,3,3,chain
310,236,19,cooking,8,0.0,4,3,chain
310,236,19,cooking,9,60.0,4,3,chain
310,236,19,cooking,10,0.0,4,3,chain
311,241,23,decorations,1,25.0,2,3,chain
311,241,23,decorations,2,5.0,3,3,chain
311,241,23,decorations,3,20.0,2,3,chain
311,241,23,decorations,4,25.0,1,3,chain
311,241,23,decorations,5,80.0,3,3,chain
311,241,23,decorations,6,50.0,3,3,chain
311,241,23,decorations,7,0.0,3,3,chain
311,241,23,decorations,8,50.0,3,3,chain
311,241,23,decorations,9,50.0,3,3,chain
311,241,23,decorations,10,80.0,3,3,chain
312,236,29,decorations,1,50.0,2,3,chain
312,236,29,decorations,2,45.0,3,3,chain
312,236,29,decorations,3,45.0,3,3,chain
312,236,29,decorations,4,70.0,3,3,chain
312,236,29,decorations,5,0.0,4,3,chain
312,236,29,decorations,6,0.0,4,3,chain
312,236,29,decorations,7,70.0,3,3,chain
312,236,29,decorations,8,100.0,3,3,chain
312,236,29,decorations,9,0.0,3,3,chain
312,236,29,decorations,10,15.0,3,3,chain
313,241,57,animals,1,15.0,3,3,chain
313,241,57,animals,2,15.0,3,3,chain
313,241,57,animals,3,15.0,3,3,chain
313,241,57,animals,4,0.0,3,3,chain
313,241,57,animals,5,25.0,3,3,chain
313,241,57,animals,6,20.0,2,3,chain
313,241,57,animals,7,25.0,2,3,chain
313,241,57,animals,8,15.0,2,3,chain
313,241,57,animals,9,5.0,2,3,chain
313,241,57,animals,10,5.0,1,3,chain
315,247,71,potions,1,30.0,5,3,chain
315,247,71,potions,2,30.0,4,3,chain
315,247,71,potions,3,60.0,4,3,chain
315,247,71,potions,4,30.0,4,3,chain
315,247,71,potions,5,30.0,3,3,chain
315,247,71,potions,6,0.0,8,3,chain
315,247,71,potions,7,0.0,5,3,chain
315,247,71,potions,8,0.0,3,3,chain
315,247,71,potions,9,30.0,2,3,chain
315,247,71,potions,10,30.0,4,3,chain
316,248,28,decorations,1,0.0,10,3,chain
316,248,28,decorations,2,20.0,6,3,chain
316,248,28,decorations,3,25.0,3,3,chain
316,248,28,decorations,4,25.0,4,3,chain
316,248,28,decorations,5,45.0,6,3,chain
316,248,28,decorations,6,0.0,5,3,chain
316,248,28,decorations,7,55.0,4,3,chain
316,248,28,decorations,8,0.0,4,3,chain
316,248,28,decorations,9,0.0,4,3,chain
316,248,28,decorations,10,20.0,4,3,chain
317,245,31,decorations,1,30.0,7,3,chain
317,245,31,decorations,2,45.0,10,3,chain
317,245,31,decorations,3,5.0,7,3,chain
317,245,31,decorations,4,80.0,2,3,chain
317,245,31,decorations,5,80.0,2,3,chain
317,245,31,decorations,6,80.0,2,3,chain
317,245,31,decorations,7,80.0,2,3,chain
317,245,31,decorations,8,80.0,2,3,chain
317,245,31,decorations,9,80.0,2,3,chain
317,245,31,decorations,10,80.0,2,3,chain
318,247,48,animals,1,15.0,7,3,chain
318,247,48,animals,2,40.0,3,3,chain
318,247,48,animals,3,40.0,3,3,chain
318,247,48,animals,4,40.0,3,3,chain
318,247,48,animals,5,40.0,4,3,chain
318,247,48,animals,6,45.0,3,3,chain
318,247,48,animals,7,45.0,3,3,chain
318,247,48,animals,8,40.0,3,3,chain
318,247,48,animals,9,35.0,3,3,chain
318,247,48,animals,10,45.0,3,3,chain
319,245,3,cooking,1,0.0,5,3,chain
319,245,3,cooking,2,40.0,6,3,chain
319,245,3,cooking,3,60.0,3,3,chain
319,245,3,cooking,4,80.0,3,3,chain
319,245,3,cooking,5,80.0,3,3,chain
319,245,3,cooking,6,60.0,4,3,chain
319,245,3,cooking,7,80.0,3,3,chain
319,245,3,cooking,8,80.0,3,3,chain
319,245,3,cooking,9,80.0,3,3,chain
319,245,3,cooking,10,80.0,3,3,chain
320,248,66,potions,1,30.0,4,3,chain
320,248,66,potions,2,100.0,6,3,chain
320,248,66,potions,3,30.0,5,3,chain
320,248,66,potions,4,100.0,6,3,chain
320,248,66,potions,5,100.0,6,3,chain
320,248,66,potions,6,100.0,6,3,chain
320,248,66,potions,7,0.0,4,3,chain
320,248,66,potions,8,100.0,3,3,chain
320,248,66,potions,9,100.0,3,3,chain
320,248,66,potions,10,100.0,3,3,chain
321,247,39,decorations,1,50.0,2,3,chain
321,247,39,decorations,2,45.0,3,3,chain
321,247,39,decorations,3,20.0,3,3,chain
321,247,39,decorations,4,0.0,5,3,chain
