player_id,start_time,end_time,prolific_id
4d0819cf-4ffc-4a86-ae79-38848802b7b7,2025-09-16 18:48:23.018,2025-09-16 19:32:59.540,66fdd6ecd96e23c98cf47a4a
1ea7a7d5-cf2e-41ce-936c-7f27b85d5a00,2025-09-16 18:50:59.878,2025-09-16 19:10:13.942,60862c73a90fb86ef3e4a1f4
7c98a1f1-08ce-4c18-a872-40d40a113d4b,2025-09-16 18:51:10.885,,66e0813b79955faf3b6017c3
30701c8c-2549-44dd-8f60-48f3ce39e625,2025-09-16 18:51:34.091,,64776901546a7820fb994c5d
377da3c8-5c7c-4735-ad50-a985af9d44ed,2025-09-16 18:52:21.605,,673d23b251f56d0010aa50ee
bb24d44b-5fee-4708-b86a-bdfbc9495701,2025-09-16 18:52:31.494,2025-09-16 19:18:36.404,669eb709554e753adddffe01
3e986777-1e74-48fe-aa3e-3ffe022cb458,2025-09-16 18:52:39.856,2025-09-16 19:37:17.033,5f4c49b249b99c1462dd2640
f5afad64-f02d-4be3-b5ed-24aa102c2a19,2025-09-16 18:56:16.059,2025-09-16 19:19:20.258,64776901546a7820fb994c5d
0390ae3f-c78a-482e-a36b-158a5480a87f,2025-09-16 18:58:13.706,2025-09-16 19:15:02.922,669424e6b661e0a098ec66a4
5a47bf94-09ce-4e22-8ede-c57d7baab385,2025-09-16 19:00:57.500,2025-09-16 19:23:03.369,5ac16e870527ba0001c1f27e
3ce09b38-310b-4c50-a544-ba2cb52da712,2025-09-16 19:06:13.341,2025-09-16 19:28:01.079,657f8d99678be2d216a85c3d
d57b8220-24b0-4f7b-9a10-89497e05a5da,2025-09-16 19:07:13.946,2025-09-16 19:43:19.259,678f6e1f6a3d68ee8c1533f5
8a118200-f6d9-4ab2-b42e-ffee36423e5c,2025-09-16 19:11:54.518,,5beb38c9aec9ef0001e9c83d
647fbd9e-6d35-45c7-b278-2021949e1a8a,2025-09-16 19:14:04.299,,5beb38c9aec9ef0001e9c83d
bf3a8ba7-0106-4ea5-9af2-1bcfd66cb7ff,2025-09-16 19:19:49.665,2025-09-16 19:36:57.379,56a914f0119265000c6e13c5
f959864f-8bcf-4a4f-b0ad-a0f6b9b46aa3,2025-09-16 19:20:33.467,,667ae31217cd77ff1091dcab
61bbe039-f9b7-4f0f-98ad-9920df9de8d4,2025-09-16 19:23:31.540,2025-09-16 19:42:29.512,66e7853b4e311a12f93b5411
f2c1be5a-bca2-42e7-818f-9737cfce6fc3,2025-09-16 19:27:53.316,2025-09-16 19:52:22.510,629642bfde2bf56c1ec2a420
