id,duration,time,unique_id,method,endpoint,params,class
1,0.0010468750115251169,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKFQs4Fw6QyQ==""]]}",,GET,/ad,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""generate_tokens"": ""true"", ""recruiter"": ""hotair"", ""source"": ""dashboard""}}",Request
2,0.04592249999404885,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKFQs4GAAkag==""]]}",,GET,/ad,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""recruiter"": ""hotair"", ""source"": ""dashboard"", ""hitId"": ""RNOLAV"", ""assignmentId"": ""X9P9AM"", ""workerId"": ""WCMKYI""}}",Request
3,0.030607000007876195,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKFQs4GA3Cow==""]]}",,GET,/consent,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""recruiter"": ""hotair"", ""source"": ""dashboard"", ""hitId"": ""RNOLAV"", ""assignmentId"": ""X9P9AM"", ""workerId"": ""WCMKYI""}}",Request
4,0.010621666995575652,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKFQs4GQ2HkA==""]]}",,GET,/start,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""recruiter"": ""hotair"", ""source"": ""dashboard"", ""hitId"": ""RNOLAV"", ""assignmentId"": ""X9P9AM"", ""workerId"": ""WCMKYI""}}",Request
5,0.13221841599442996,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKFQs4GgK3jg==""]]}",WCMKYI:X9P9AM,GET,/timeline,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""unique_id"": ""WCMKYI:X9P9AM""}}",Request
6,0.028219833999173716,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKFQs4HgMdGg==""]]}",,POST,/response,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""__dict__"": {""_parents"": {""py/object"": ""weakref.WeakKeyDictionary"", ""data"": {""<weakref at 0x10faee020; to 'InstanceState' at 0x1290e2000>"": ""params""}, ""_remove"": {""py/function"": ""weakref.WeakKeyDictionary.__init__.<locals>.remove""}, ""_pending_removals"": [], ""_iterating"": {""py/set"": []}, ""_dirty_len"": false}}}",Request
7,0.1175652079982683,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKFQs4HgWTHQ==""]]}",WCMKYI:X9P9AM,GET,/timeline,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""unique_id"": ""WCMKYI:X9P9AM""}}",Request
8,0.026490000003832392,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKFQs4Iwy8Qg==""]]}",,POST,/response,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""__dict__"": {""_parents"": {""py/object"": ""weakref.WeakKeyDictionary"", ""data"": {""<weakref at 0x10faee8e0; to 'InstanceState' at 0x129133710>"": ""params""}, ""_remove"": {""py/function"": ""weakref.WeakKeyDictionary.__init__.<locals>.remove""}, ""_pending_removals"": [], ""_iterating"": {""py/set"": []}, ""_dirty_len"": false}}}",Request
9,0.11873970800661482,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKFQs4JAATJA==""]]}",WCMKYI:X9P9AM,GET,/timeline,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""unique_id"": ""WCMKYI:X9P9AM""}}",Request
10,0.0206436250009574,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKFQs4JA8v0w==""]]}",,POST,/response,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""__dict__"": {""_parents"": {""py/object"": ""weakref.WeakKeyDictionary"", ""data"": {""<weakref at 0x10fef5e90; to 'InstanceState' at 0x129132180>"": ""params""}, ""_remove"": {""py/function"": ""weakref.WeakKeyDictionary.__init__.<locals>.remove""}, ""_pending_removals"": [], ""_iterating"": {""py/set"": []}, ""_dirty_len"": false}}}",Request
