id,duration,time,unique_id,method,endpoint,params,class
1,0.06144321400006447,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kMAREoLQcBvA==""]]}",,GET,/ad,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""PROLIFIC_PID"": ""614e5fdc6078c0e7eba9021f"", ""STUDY_ID"": ""692dcd2c1e2a670845ec8684"", ""SESSION_ID"": ""0q1yyt8bbdfr"", ""recruiter"": ""prolific""}}",Request
2,0.06328480399997716,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kMAREoOAE2IQ==""]]}",,GET,/ad,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""PROLIFIC_PID"": ""614e5fdc6078c0e7eba9021f"", ""STUDY_ID"": ""692dcd2c1e2a670845ec8684"", ""SESSION_ID"": ""0q1yyt8bbdfr"", ""recruiter"": ""prolific""}}",Request
3,0.07435222399999475,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kMAREpAAuE8Q==""]]}",,GET,/ad,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""PROLIFIC_PID"": ""614e5fdc6078c0e7eba9021f"", ""STUDY_ID"": ""692dcd2c1e2a670845ec8684"", ""SESSION_ID"": ""0q1yyt8bbdfr"", ""recruiter"": ""prolific""}}",Request
4,0.058353744999749324,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kMAREpMgw3bw==""]]}",,GET,/ad,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""PROLIFIC_PID"": ""5e9a2251a69f690b9cc31ede"", ""STUDY_ID"": ""692dcd2c1e2a670845ec8684"", ""SESSION_ID"": ""692dd35891b1189e20a446f7"", ""recruiter"": ""prolific""}}",Request
5,0.061508774000230915,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kMAREpOgE3+w==""]]}",,GET,/ad,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""PROLIFIC_PID"": ""6664f7c85d3674a27eea24b7"", ""STUDY_ID"": ""692dcd2c1e2a670845ec8684"", ""SESSION_ID"": ""692dd35f4d20daf7c4245f65"", ""recruiter"": ""prolific""}}",Request
6,0.060553410000011354,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kMAREpOwOVCQ==""]]}",,GET,/ad,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""PROLIFIC_PID"": ""66ecded667f721bca7e5609d"", ""STUDY_ID"": ""692dcd2c1e2a670845ec8684"", ""SESSION_ID"": ""692dd35c3c21e34baa70a2a0"", ""recruiter"": ""prolific""}}",Request
7,0.041387708999991446,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kMAREqBA3CvQ==""]]}",,GET,/consent,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""PROLIFIC_PID"": ""66ecded667f721bca7e5609d"", ""STUDY_ID"": ""692dcd2c1e2a670845ec8684"", ""SESSION_ID"": ""692dd35c3c21e34baa70a2a0"", ""recruiter"": ""prolific""}}",Request
8,0.014117522000105964,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kMAREqBgZV6w==""]]}",,GET,/start,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""PROLIFIC_PID"": ""66ecded667f721bca7e5609d"", ""STUDY_ID"": ""692dcd2c1e2a670845ec8684"", ""SESSION_ID"": ""692dd35c3c21e34baa70a2a0"", ""recruiter"": ""prolific""}}",Request
9,0.16668028600042817,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kMAREqBwOSDA==""]]}",66ecded667f721bca7e5609d:692dd35c3c21e34baa70a2a0,GET,/timeline,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""py/state"": {""unique_id"": ""66ecded667f721bca7e5609d:692dd35c3c21e34baa70a2a0""}}",Request
10,0.04280579599981138,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kMAREqEQWcQw==""]]}",,POST,/response,"{""py/object"": ""sqlalchemy.ext.mutable.MutableDict"", ""__dict__"": {""_parents"": {""py/object"": ""weakref.WeakKeyDictionary"", ""data"": {""<weakref at 0x3090f0950; to 'InstanceState' at 0x307009220>"": ""params""}, ""_remove"": {""py/function"": ""weakref.WeakKeyDictionary.__init__.<locals>.remove""}, ""_pending_removals"": [], ""_iterating"": {""py/set"": []}, ""_dirty_len"": false}}}",Request
