vars,creation_time,failed,failed_reason,time_of_death,id,module_id,participant_id,time_started,time_finished,time_aborted,started,finished,aborted,type,participant_group,in_repeat_phase,performance_check,trials_to_repeat,repeat_trial_index,n_created_trials,n_completed_trials,trial_maker_initialized,block_order,block_position,block,participated_networks,n_participant_trials_in_trial_maker,n_participant_trials_in_block,class,object_type
{},2025-12-01 18:48:15,False,,,115,chain_trial,28,2025-12-01 18:48:15,2025-12-01 19:02:14,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""cooking"", ""decorations"", ""animals"", ""potions""]",3,potions,"[4, 37, 56, 71]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 18:49:05,False,,,117,chain_trial,25,2025-12-01 18:49:05,2025-12-01 19:07:50,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""decorations"", ""animals"", ""cooking"", ""potions""]",3,potions,"[32, 49, 9, 80]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 18:54:53,False,,,124,individual_task,29,2025-12-01 18:54:53,,,True,False,False,ChainTrialMakerState,default,False,,,,1,0,True,"[""potions"", ""animals"", ""cooking"", ""decorations""]",0,potions,[],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 18:55:38,False,,,126,chain_trial,30,2025-12-01 18:55:38,2025-12-01 19:36:06,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""decorations"", ""cooking"", ""potions"", ""animals""]",3,animals,"[31, 1, 77, 54]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 18:56:38,False,,,129,individual_task,27,2025-12-01 18:56:38,2025-12-01 19:23:48,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""cooking"", ""decorations"", ""animals""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 19:02:18,False,,,140,chain_trial,32,2025-12-01 19:02:18,2025-12-01 19:17:10,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""potions"", ""animals"", ""decorations"", ""cooking""]",3,cooking,"[69, 51, 22, 18]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 19:02:42,False,,,142,individual_task,31,2025-12-01 19:02:42,2025-12-01 19:25:42,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""decorations"", ""cooking"", ""animals"", ""potions""]",0,decorations,[82],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 19:09:55,False,,,148,individual_task,34,2025-12-01 19:09:55,2025-12-01 19:35:32,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""cooking"", ""animals"", ""potions"", ""decorations""]",0,cooking,[81],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 19:11:40,False,,,150,individual_task,35,2025-12-01 19:11:40,2025-12-01 19:33:06,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""animals"", ""cooking"", ""decorations""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 19:22:47,False,,,160,individual_task,36,2025-12-01 19:22:47,2025-12-01 20:00:36,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""cooking"", ""decorations"", ""animals""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 19:32:34,False,,,177,chain_trial,38,2025-12-01 19:32:34,2025-12-01 20:14:42,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""animals"", ""potions"", ""cooking"", ""decorations""]",3,decorations,"[42, 70, 15, 27]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 19:33:50,False,,,181,chain_trial,40,2025-12-01 19:33:50,2025-12-01 19:59:14,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""potions"", ""decorations"", ""cooking"", ""animals""]",3,animals,"[64, 28, 2, 47]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 19:36:53,False,,,186,individual_task,42,2025-12-01 19:36:53,2025-12-01 19:59:17,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""decorations"", ""potions"", ""cooking"", ""animals""]",0,decorations,[82],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 19:38:29,False,,,192,individual_task,44,2025-12-01 19:38:29,2025-12-01 19:54:33,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""decorations"", ""potions"", ""animals"", ""cooking""]",0,decorations,[82],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 19:43:49,False,,,197,individual_task,41,2025-12-01 19:43:49,2025-12-01 20:59:56,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""animals"", ""cooking"", ""decorations"", ""potions""]",0,animals,[83],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 19:54:37,False,,,204,individual_task,48,2025-12-01 19:54:37,2025-12-01 20:27:14,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""animals"", ""decorations"", ""potions"", ""cooking""]",0,animals,[83],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 19:56:33,False,,,208,chain_trial,49,2025-12-01 19:56:33,2025-12-01 20:27:32,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""animals"", ""cooking"", ""potions"", ""decorations""]",3,decorations,"[53, 20, 75, 33]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 20:09:59,False,,,225,chain_trial,53,2025-12-01 20:09:59,2025-12-01 20:44:32,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""animals"", ""cooking"", ""potions"", ""decorations""]",3,decorations,"[59, 19, 74, 39]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 20:10:26,False,,,228,chain_trial,54,2025-12-01 20:10:26,2025-12-01 20:48:44,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""animals"", ""decorations"", ""potions"", ""cooking""]",3,cooking,"[41, 35, 62, 8]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 20:14:01,False,,,237,chain_trial,56,2025-12-01 20:14:01,,,True,False,False,ChainTrialMakerState,default,False,,,,1,0,True,"[""potions"", ""decorations"", ""cooking"", ""animals""]",0,potions,[],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 20:15:43,False,,,241,chain_trial,55,2025-12-01 20:15:43,,,True,False,False,ChainTrialMakerState,default,False,,,,4,3,True,"[""cooking"", ""potions"", ""animals"", ""decorations""]",3,decorations,"[7, 78, 58]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 20:22:05,False,,,247,individual_task,60,2025-12-01 20:22:05,,,True,False,False,ChainTrialMakerState,default,False,,,,1,0,True,"[""animals"", ""potions"", ""cooking"", ""decorations""]",0,animals,[],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 20:33:30,False,,,263,individual_task,63,2025-12-01 20:33:30,2025-12-01 20:59:07,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""animals"", ""cooking"", ""decorations"", ""potions""]",0,animals,[83],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 20:45:21,False,,,279,individual_task,65,2025-12-01 20:45:21,2025-12-01 21:22:27,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""cooking"", ""animals"", ""decorations""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 20:47:11,False,,,281,individual_task,69,2025-12-01 20:47:11,2025-12-01 21:17:55,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""cooking"", ""potions"", ""animals"", ""decorations""]",0,cooking,[81],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 20:48:36,False,,,288,individual_task,67,2025-12-01 20:48:36,2025-12-01 21:04:00,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""animals"", ""decorations"", ""cooking""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 21:00:25,False,,,299,chain_trial,74,2025-12-01 21:00:25,2025-12-01 21:39:09,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""animals"", ""decorations"", ""cooking"", ""potions""]",3,potions,"[45, 24, 11, 67]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 21:13:38,False,,,313,individual_task,76,2025-12-01 21:13:38,2025-12-01 22:02:55,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""cooking"", ""animals"", ""potions"", ""decorations""]",0,cooking,[81],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 21:32:18,False,,,327,individual_task,80,2025-12-01 21:32:18,2025-12-01 21:56:24,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""cooking"", ""animals"", ""decorations""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 21:51:35,False,,,351,individual_task,82,2025-12-01 21:51:35,2025-12-01 22:19:01,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""animals"", ""decorations"", ""potions"", ""cooking""]",0,animals,[83],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:01:24,False,,,379,individual_task,88,2025-12-01 22:01:24,2025-12-01 22:22:15,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""cooking"", ""potions"", ""decorations"", ""animals""]",0,cooking,[81],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:04:17,False,,,386,chain_trial,95,2025-12-01 22:04:17,,,True,False,False,ChainTrialMakerState,default,False,,,,4,3,True,"[""decorations"", ""potions"", ""animals"", ""cooking""]",3,cooking,"[38, 78, 58]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:05:32,False,,,392,chain_trial,83,2025-12-01 22:05:32,,,True,False,False,ChainTrialMakerState,default,False,,,,1,0,True,"[""decorations"", ""animals"", ""potions"", ""cooking""]",0,decorations,[],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:07:09,False,,,396,chain_trial,98,2025-12-01 22:07:09,2025-12-01 22:45:59,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""animals"", ""cooking"", ""potions"", ""decorations""]",3,decorations,"[52, 6, 65, 21]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:07:47,False,,,400,individual_task,102,2025-12-01 22:07:47,2025-12-01 22:27:11,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""cooking"", ""decorations"", ""animals"", ""potions""]",0,cooking,[81],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:13:51,False,,,419,chain_trial,107,2025-12-01 22:13:51,2025-12-01 22:47:54,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""animals"", ""potions"", ""cooking"", ""decorations""]",3,decorations,"[60, 66, 6, 26]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:18:56,False,,,429,individual_task,103,2025-12-01 22:18:56,2025-12-01 23:14:42,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""decorations"", ""animals"", ""cooking""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:20:24,False,,,433,chain_trial,109,2025-12-01 22:20:24,2025-12-01 22:49:10,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""cooking"", ""decorations"", ""animals"", ""potions""]",3,potions,"[7, 37, 47, 77]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:22:34,False,,,442,chain_trial,106,2025-12-01 22:22:34,,,True,False,False,ChainTrialMakerState,default,False,,,,2,1,True,"[""animals"", ""decorations"", ""cooking"", ""potions""]",1,decorations,[56],2,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:23:29,False,,,445,chain_trial,101,2025-12-01 22:23:29,2025-12-01 22:50:44,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""cooking"", ""animals"", ""decorations"", ""potions""]",3,potions,"[12, 49, 35, 66]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:27:57,False,,,457,individual_task,117,2025-12-01 22:27:57,2025-12-01 22:48:54,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""cooking"", ""decorations"", ""animals"", ""potions""]",0,cooking,[81],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:30:47,False,,,467,chain_trial,116,2025-12-01 22:30:47,,,True,False,False,ChainTrialMakerState,default,False,,,,2,1,True,"[""decorations"", ""cooking"", ""animals"", ""potions""]",1,cooking,[25],2,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:31:56,False,,,469,individual_task,115,2025-12-01 22:31:56,2025-12-01 23:16:07,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""animals"", ""potions"", ""decorations"", ""cooking""]",0,animals,[83],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:33:57,False,,,472,chain_trial,121,2025-12-01 22:33:57,2025-12-01 23:19:19,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""cooking"", ""potions"", ""animals"", ""decorations""]",3,decorations,"[1, 68, 58, 40]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:35:31,False,,,474,individual_task,122,2025-12-01 22:35:31,2025-12-01 23:09:49,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""cooking"", ""animals"", ""potions"", ""decorations""]",0,cooking,[81],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:43:59,False,,,480,individual_task,123,2025-12-01 22:43:59,2025-12-01 23:06:03,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""animals"", ""decorations"", ""cooking"", ""potions""]",0,animals,[83],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:51:48,False,,,496,individual_task,112,2025-12-01 22:51:48,2025-12-01 23:10:51,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""decorations"", ""cooking"", ""animals""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:55:22,False,,,507,individual_task,125,2025-12-01 22:55:22,2025-12-01 23:21:24,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""animals"", ""cooking"", ""decorations""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:57:06,False,,,510,chain_trial,126,2025-12-01 22:57:06,2025-12-01 23:26:22,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""animals"", ""decorations"", ""potions"", ""cooking""]",3,cooking,"[54, 38, 78, 2]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-01 22:59:42,False,,,516,individual_task,128,2025-12-01 22:59:42,2025-12-01 23:18:45,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""animals"", ""potions"", ""cooking"", ""decorations""]",0,animals,[83],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 23:02:19,False,,,521,individual_task,131,2025-12-01 23:02:19,2025-12-01 23:19:49,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""decorations"", ""potions"", ""animals"", ""cooking""]",0,decorations,[82],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 23:12:19,False,,,527,individual_task,133,2025-12-01 23:12:19,2025-12-01 23:25:06,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""cooking"", ""animals"", ""potions"", ""decorations""]",0,cooking,[81],1,1,ChainTrialMakerState,ModuleState
{},2025-12-01 23:14:55,False,,,529,chain_trial,129,2025-12-01 23:14:55,,,True,False,False,ChainTrialMakerState,default,False,,,,1,0,True,"[""animals"", ""cooking"", ""decorations"", ""potions""]",0,animals,[],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 19:19:46,False,,,536,individual_task,136,2025-12-02 19:19:46,2025-12-02 19:54:20,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""animals"", ""cooking"", ""decorations""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 19:32:12,False,,,541,individual_task,137,2025-12-02 19:32:12,2025-12-02 19:56:04,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""cooking"", ""animals"", ""decorations"", ""potions""]",0,cooking,[81],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 19:55:05,False,,,559,individual_task,142,2025-12-02 19:55:05,2025-12-02 20:21:42,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""decorations"", ""animals"", ""cooking""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 19:55:21,False,,,560,chain_trial,141,2025-12-02 19:55:21,2025-12-02 20:33:35,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""decorations"", ""potions"", ""animals"", ""cooking""]",3,cooking,"[25, 69, 57, 17]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-02 20:00:53,False,,,565,individual_task,144,2025-12-02 20:00:53,2025-12-02 20:40:06,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""animals"", ""cooking"", ""potions"", ""decorations""]",0,animals,[83],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 20:11:36,False,,,574,individual_task,143,2025-12-02 20:11:36,2025-12-02 20:35:33,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""decorations"", ""cooking"", ""potions"", ""animals""]",0,decorations,[82],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 20:32:50,False,,,600,individual_task,149,2025-12-02 20:32:50,2025-12-02 21:42:54,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""animals"", ""cooking"", ""potions"", ""decorations""]",0,animals,[83],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 20:33:52,False,,,607,individual_task,151,2025-12-02 20:33:52,2025-12-02 21:40:35,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""decorations"", ""animals"", ""cooking""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 20:34:11,False,,,609,individual_task,154,2025-12-02 20:34:11,2025-12-02 21:17:51,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""animals"", ""cooking"", ""decorations"", ""potions""]",0,animals,[83],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 20:38:13,False,,,617,chain_trial,153,2025-12-02 20:38:13,2025-12-02 21:27:38,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""cooking"", ""potions"", ""animals"", ""decorations""]",3,decorations,"[3, 74, 58, 22]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-02 20:39:01,False,,,621,chain_trial,157,2025-12-02 20:39:01,,,True,False,False,ChainTrialMakerState,default,False,,,,1,0,True,"[""potions"", ""animals"", ""cooking"", ""decorations""]",0,potions,[],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 20:43:35,False,,,625,chain_trial,150,2025-12-02 20:43:35,2025-12-02 21:36:07,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""cooking"", ""decorations"", ""animals"", ""potions""]",3,potions,"[9, 31, 45, 75]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-02 20:44:16,False,,,626,chain_trial,156,2025-12-02 20:44:16,2025-12-02 21:34:42,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""decorations"", ""animals"", ""potions"", ""cooking""]",3,cooking,"[25, 41, 70, 11]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-02 20:50:57,False,,,634,individual_task,161,2025-12-02 20:50:57,2025-12-02 21:35:01,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""cooking"", ""potions"", ""decorations"", ""animals""]",0,cooking,[81],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 20:55:03,False,,,640,individual_task,162,2025-12-02 20:55:03,2025-12-02 21:18:42,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""animals"", ""decorations"", ""cooking"", ""potions""]",0,animals,[83],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 20:58:51,False,,,642,individual_task,163,2025-12-02 20:58:51,2025-12-02 21:43:17,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""cooking"", ""animals"", ""decorations""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 21:09:48,False,,,656,individual_task,166,2025-12-02 21:09:48,,,True,False,False,ChainTrialMakerState,default,False,,,,1,0,True,"[""animals"", ""potions"", ""cooking"", ""decorations""]",0,animals,[],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 21:14:07,False,,,658,chain_trial,164,2025-12-02 21:14:07,2025-12-02 21:51:29,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""cooking"", ""animals"", ""decorations"", ""potions""]",3,potions,"[19, 50, 24, 72]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-02 21:24:37,False,,,670,chain_trial,168,2025-12-02 21:24:37,2025-12-02 21:53:33,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""potions"", ""cooking"", ""decorations"", ""animals""]",3,animals,"[62, 5, 40, 44]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-02 21:32:11,False,,,688,chain_trial,175,2025-12-02 21:32:11,2025-12-02 22:07:16,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""potions"", ""decorations"", ""cooking"", ""animals""]",3,animals,"[78, 32, 8, 48]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-02 21:32:16,False,,,689,chain_trial,170,2025-12-02 21:32:16,2025-12-02 22:05:22,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""cooking"", ""animals"", ""decorations"", ""potions""]",3,potions,"[16, 55, 34, 79]",4,1,ChainTrialMakerState,ModuleState
{},2025-12-02 21:32:40,False,,,691,individual_task,171,2025-12-02 21:32:40,2025-12-02 22:17:06,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""potions"", ""decorations"", ""animals"", ""cooking""]",0,potions,[84],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 21:38:40,False,,,694,individual_task,174,2025-12-02 21:38:40,2025-12-02 22:21:34,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""animals"", ""cooking"", ""decorations"", ""potions""]",0,animals,[83],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 21:48:33,False,,,702,individual_task,178,2025-12-02 21:48:33,,,True,False,False,ChainTrialMakerState,default,False,,,,1,0,True,"[""decorations"", ""potions"", ""cooking"", ""animals""]",0,decorations,[],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 22:11:03,False,,,708,individual_task,179,2025-12-02 22:11:03,,,True,False,False,ChainTrialMakerState,default,False,,,,1,0,True,"[""potions"", ""decorations"", ""animals"", ""cooking""]",0,potions,[],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 22:20:45,False,,,718,individual_task,181,2025-12-02 22:20:45,2025-12-02 22:54:11,,True,True,False,ChainTrialMakerState,default,False,,,,1,1,True,"[""decorations"", ""animals"", ""cooking"", ""potions""]",0,decorations,[82],1,1,ChainTrialMakerState,ModuleState
{},2025-12-02 22:22:59,False,,,720,chain_trial,180,2025-12-02 22:22:59,2025-12-02 23:08:00,,True,True,False,ChainTrialMakerState,default,False,,,,4,4,True,"[""decorations"", ""cooking"", ""animals"", ""potions""]",3,potions,"[36, 4, 59, 76]",4,1,ChainTrialMakerState,ModuleState
