player_id,start_time,end_time,prolific_id
18081450-c2b4-4ce2-9191-9f1f35fd7ceb,2025-09-05 16:06:53.747,,6501f7c274092e1270832a17
54543d00-7261-47f6-9de9-917eb012db7e,2025-09-05 16:08:09.847,2025-09-05 16:51:39.317,58211fc787f6b90001f13f90
c32885f9-7ce7-4273-bdd2-b78803010114,2025-09-05 16:08:18.016,,674b46b00690584bddd6e33b
c32129d3-8493-4bca-b900-0924bc1c3cc4,2025-09-05 16:11:07.201,,6640be7edc706d4622dbab1c
39cd213f-4a63-46c3-97c7-e55cfa849486,2025-09-05 16:17:04.887,2025-09-05 17:01:59.594,67dbbdb452081ea930c8ab17
09c6676c-92db-4302-af85-af3effe30add,2025-09-05 16:22:03.010,,580cab86b869700001d71628
517b9a4e-6f09-4a1c-b4b0-6e6457b561e5,2025-09-05 16:22:35.993,,615914a33224dc31f1045612
e7c73437-8250-43d4-a4d8-3ab507c5b256,2025-09-05 16:25:00.861,,5ea89d0c5a0a9c12978f8263
601c8b25-8354-4852-bebd-d0f4f494abbd,2025-09-05 16:25:40.010,2025-09-05 17:00:56.426,615d2de8bfd11d57af47423a
5f6e10fa-be1e-4873-ac73-810ebca4d80d,2025-09-05 16:29:17.062,,615914a33224dc31f1045612
e8b8440a-2318-4afb-a48b-680a5eb280c4,2025-09-05 16:31:27.997,,6637b21240220c2517fffa1a
9f28186f-f424-4e06-a62e-aedbdae3eae4,2025-09-05 16:35:04.514,,66465704f0921cfc20ba6e57
ed82f481-f106-4775-b1f8-469520b02b42,2025-09-05 16:35:06.200,,5f3ac1732efa0a74f975b1a8
1e36eaed-f327-4c79-bcb9-4d41b33f04c2,2025-09-05 16:37:06.687,,66f47421b650b6c39e80fa0d
213cf0d1-43cf-4f68-aa67-140d4c83e43d,2025-09-05 16:37:18.110,,67db3dd91c05b7278a0aad44
8c31211b-ebcb-4f59-bdf1-db2f57d94210,2025-09-05 16:38:29.456,,5a4ff86beedc32000141f232
319ce1c2-905f-46ed-9560-250c899d9183,2025-09-05 16:39:09.471,2025-09-05 17:13:34.077,5727d93522e522000e7a0a3c
83c0fe65-becb-45f8-8f82-8cbf9bf1a790,2025-09-05 16:44:47.536,,667871d17d7fdf0358f82a28
afeb9075-b89e-460b-a5a8-c7aaf0cd6ad0,2025-09-05 16:48:14.531,,5a286558564bdf00016463fc
978ff6c1-e230-44e5-982f-a64a92e75fcf,2025-09-05 16:49:01.982,2025-09-05 17:49:24.586,653feb348f4df4e625de5909
2ed3ed94-3073-41e5-834e-572bd37cee66,2025-09-05 16:50:38.885,,67db3dd91c05b7278a0aad44
6c35d673-2c1a-494a-bf57-60aff5b819dc,2025-09-05 17:03:21.716,,592ed8978ad1ae0001937919
